Ransomware Family,TacticID,TechniqueID,Sub-TechID,Action,Num. CAR,Num. Sigma,Num. ES SIEM,Num. Splunk,Total
CrytoxRansomware,Defense Evasion,T1036,No Suitable Sub-techniques,Drops PE files to the windows directory (C:\\Windows),1,27,16,27,71
LokiLockerRansomware,Defense Evasion,T1036,No Suitable Sub-techniques,Drops PE files to the windows directory (C:\\Windows),1,27,16,27,71
LokiLockerRansomware,Execution,T1059,T1059.001,Drops script or batch files to the startup folder (C:\\Documents and Settings\\All Users\\Start Menu\\Programs\\Startup),3,181,7,32,223
NightSkyRansomware,Defense Evasion,T1070,T1070.004,Empty recycle bin quietly,0,12,4,12,28
AvosLockerRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
AzovRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
BlackCatRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
BlueSkyRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
CuratorRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
DearCryRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
HaronRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
LockyRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
LorenzRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
MauiRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
MidasRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
MoishaRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
NightSkyRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
NokoyawaRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
OnyxRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
RansomExx,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
RedAlertRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
SugarRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
SunnyDayRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
SynAckRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
Yanluowang Ransomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encode data using Base64, XOR, Base64 via WinAPI",0,83,7,8,98
CrytoxRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,Encrypt data,0,83,7,8,98
CrytoxRansomware,Impact,T1486,No sub-techniques,Encrypt data,0,10,1,7,18
AESRTRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
AvosLockerRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
BlackCatRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
BlueSkyRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
CuratorRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
DearCryRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
DiavolRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
HaronRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
HiveRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
LilithRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
LorenzRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
MauiRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
MidasRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
MoishaRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
NightSkyRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
OnyxRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
RansomExx,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
RedAlertRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
SunnyDayRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
SynAckRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
Yanluowang Ransomware,Defense Evasion,T1027,No Suitable Sub-techniques,"Encrypt data using various algorithms and multiple encryption methods (AES, Blowfish, Curve25519, RC4, RSA, Salsa20/ChaCha, Sosemanuk, and WinCrypt, atc.)",0,83,7,8,98
BlackCatRansomware,Discovery,T1082,No sub-techniques,Enumerate disk volumes,2,14,7,5,28
AvosLockerRansomware,Discovery,T1083,No sub-techniques,Enumerate files on Linux,0,12,2,1,15
RedAlertRansomware,Discovery,T1083,No sub-techniques,Enumerate files on Linux,0,12,2,1,15
CuratorRansomware,Discovery,T1082,No sub-techniques,Enumerate files on Windows,2,14,7,5,28
AESRTRansomware,Discovery,T1083,No sub-techniques,Enumerate files on Windows,0,12,2,1,15
AESRTRansomware,Discovery,T1083,No sub-techniques,Enumerate files on windows,0,12,2,1,15
DearCryRansomware,Discovery,T1083,No sub-techniques,Enumerate files on Windows,0,12,2,1,15
DearCryRansomware,Discovery,T1083,No sub-techniques,Enumerate files on windows,0,12,2,1,15
HaronRansomware,Discovery,T1083,No sub-techniques,Enumerate files on Windows,0,12,2,1,15
HaronRansomware,Discovery,T1083,No sub-techniques,Enumerate files on windows,0,12,2,1,15
LorenzRansomware,Discovery,T1083,No sub-techniques,Enumerate files on Windows,0,12,2,1,15
LorenzRansomware,Discovery,T1083,No sub-techniques,Enumerate files on windows,0,12,2,1,15
MementoRansomware,Discovery,T1083,No sub-techniques,Enumerate files on Windows,0,12,2,1,15
MementoRansomware,Discovery,T1083,No sub-techniques,Enumerate files on windows,0,12,2,1,15
MidasRansomware,Discovery,T1083,No sub-techniques,Enumerate files on Windows,0,12,2,1,15
MidasRansomware,Discovery,T1083,No sub-techniques,Enumerate files on windows,0,12,2,1,15
MoishaRansomware,Discovery,T1083,No sub-techniques,Enumerate files on Windows,0,12,2,1,15
MoishaRansomware,Discovery,T1083,No sub-techniques,Enumerate files on windows,0,12,2,1,15
NightSkyRansomware,Discovery,T1083,No sub-techniques,Enumerate files on Windows,0,12,2,1,15
NightSkyRansomware,Discovery,T1083,No sub-techniques,Enumerate files on windows,0,12,2,1,15
NokoyawaRansomware,Discovery,T1083,No sub-techniques,Enumerate files on Windows,0,12,2,1,15
NokoyawaRansomware,Discovery,T1083,No sub-techniques,Enumerate files on windows,0,12,2,1,15
OnyxRansomware,Discovery,T1083,No sub-techniques,Enumerate files on Windows,0,12,2,1,15
OnyxRansomware,Discovery,T1083,No sub-techniques,Enumerate files on windows,0,12,2,1,15
SunnyDayRansomware,Discovery,T1083,No sub-techniques,Enumerate files on Windows,0,12,2,1,15
SunnyDayRansomware,Discovery,T1083,No sub-techniques,Enumerate files on windows,0,12,2,1,15
Yanluowang Ransomware,Discovery,T1083,No sub-techniques,Enumerate files on Windows,0,12,2,1,15
CuratorRansomware,Discovery,T1082,No sub-techniques,Enumerate files recursively,2,14,7,5,28
DearCryRansomware,Discovery,T1083,No sub-techniques,Enumerate files recursively,0,12,2,1,15
HaronRansomware,Discovery,T1083,No sub-techniques,Enumerate files recursively,0,12,2,1,15
LorenzRansomware,Discovery,T1083,No sub-techniques,Enumerate files recursively,0,12,2,1,15
MidasRansomware,Discovery,T1083,No sub-techniques,Enumerate files recursively,0,12,2,1,15
MoishaRansomware,Discovery,T1083,No sub-techniques,Enumerate files recursively,0,12,2,1,15
NightSkyRansomware,Discovery,T1083,No sub-techniques,Enumerate files recursively,0,12,2,1,15
NokoyawaRansomware,Discovery,T1083,No sub-techniques,Enumerate files recursively,0,12,2,1,15
OnyxRansomware,Discovery,T1083,No sub-techniques,Enumerate files recursively,0,12,2,1,15
SunnyDayRansomware,Discovery,T1083,No sub-techniques,Enumerate files recursively,0,12,2,1,15
Yanluowang Ransomware,Discovery,T1083,No sub-techniques,Enumerate files recursively,0,12,2,1,15
EvilNominatusRansomware,Discovery,T1010,No sub-techniques,Enumerate gui resources,1,1,0,0,2
HaronRansomware,Collection,T1039,No sub-techniques,Enumerate LAN resources to collect information,1,2,0,1,4
PandoraRansomware,Collection,T1039,No sub-techniques,Enumerate LAN resources to collect information,1,2,0,1,4
SugarRansomware,Collection,T1039,No sub-techniques,Enumerate LAN resources to collect information,1,2,0,1,4
HaronRansomware,Discovery,T1049,No sub-techniques,Enumerate LAN resources to collect information,1,8,1,6,16
PandoraRansomware,Discovery,T1049,No sub-techniques,Enumerate LAN resources to collect information,1,8,1,6,16
SugarRansomware,Discovery,T1049,No sub-techniques,Enumerate LAN resources to collect information,1,8,1,6,16
HaronRansomware,Discovery,T1083,No sub-techniques,Enumerate LAN resources to collect information,0,12,2,1,15
SugarRansomware,Discovery,T1083,No sub-techniques,Enumerate LAN resources to collect information,0,12,2,1,15
HaronRansomware,Discovery,T1135,No sub-techniques,Enumerate LAN resources to collect information,0,7,3,0,10
PandoraRansomware,Discovery,T1135,No sub-techniques,Enumerate LAN resources to collect information,0,7,3,0,10
SugarRansomware,Discovery,T1135,No sub-techniques,Enumerate LAN resources to collect information,0,7,3,0,10
CuratorRansomware,Discovery,T1135,No sub-techniques,Enumerate network shares,0,7,3,0,10
HaronRansomware,Discovery,T1135,No sub-techniques,Enumerate network shares,0,7,3,0,10
MidasRansomware,Discovery,T1135,No sub-techniques,Enumerate network shares,0,7,3,0,10
NokoyawaRansomware,Discovery,T1135,No sub-techniques,Enumerate network shares,0,7,3,0,10
SunnyDayRansomware,Discovery,T1135,No sub-techniques,Enumerate network shares,0,7,3,0,10
BlackCatRansomware,Discovery,T1518,No Suitable Sub-techniques,Enumerate network shares,0,2,3,0,5
BlackCatRansomware,Discovery,T1057,No sub-techniques,Enumerate process modules,2,5,2,0,9
HaronRansomware,Discovery,T1057,No sub-techniques,Enumerate process modules,2,5,2,0,9
OnyxRansomware,Discovery,T1057,No sub-techniques,Enumerate process modules,2,5,2,0,9
BlackCatRansomware,Discovery,T1057,No sub-techniques,Enumerate processes,2,5,2,0,9
HaronRansomware,Discovery,T1057,No sub-techniques,Enumerate processes,2,5,2,0,9
MidasRansomware,Discovery,T1057,No sub-techniques,Enumerate processes,2,5,2,0,9
OnyxRansomware,Discovery,T1057,No sub-techniques,Enumerate processes,2,5,2,0,9
BlackCatRansomware,Discovery,T1518,T1518,Enumerate processes,0,2,3,0,5
MidasRansomware,Discovery,T1518,T1518,Enumerate processes,0,2,3,0,5
OnyxRansomware,Discovery,T1518,T1518,Enumerate processes,0,2,3,0,5
HaronRansomware,Discovery,T1518,T1518.001,Enumerate processes,1,4,2,0,7
BlackCatRansomware,Discovery,T1007,No sub-techniques,Enumerate services,2,3,0,0,5
MoishaRansomware,Discovery,T1007,No sub-techniques,Enumerate services,2,3,0,0,5
LockyRansomware,Discovery,T1007,No sub-techniques,Enumerate services,2,3,0,0,5
CuratorRansomware,Discovery,T1082,No sub-techniques,Enumerates the file system,2,14,7,5,28
BlackBastaRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
CrytoxRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
CubaRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
DearCryRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
HiveRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
KoxicRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
LilithRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
LockBitRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
LokiLockerRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
LorenzRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
PLAYRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
RookRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
SugarRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
SunnyDayRansomware,Discovery,T1083,No sub-techniques,Enumerates the file system,0,12,2,1,15
CrytoxRansomware,Defense Evasion,T1202,No sub-techniques,Executes batch files,0,28,0,4,32
LokiLockerRansomware,Defense Evasion,T1202,No sub-techniques,Executes batch files,0,28,0,4,32
CrytoxRansomware,Execution,T1059,No Suitable Sub-techniques,Executes batch files,1,51,64,57,173
LokiLockerRansomware,Execution,T1059,No Suitable Sub-techniques,Executes batch files,1,51,64,57,173
RedAlertRansomware,Defense Evasion,T1059,T1059.001,Executes commands using a shell command-line interpreter,3,181,7,32,223
SunnyDayRansomware,Defense Evasion,T1059,T1059.001,Executes commands using a shell command-line interpreter,3,181,7,32,223
BianLianRansomware,Execution,T1059,T1059.001,Executes commands using a shell command-line interpreter,3,181,7,32,223
DeadBoltRansomware,Execution,T1059,T1059.001,Executes commands using a shell command-line interpreter,3,181,7,32,223
RedAlertRansomware,Execution,T1059,T1059.001,Executes commands using a shell command-line interpreter,3,181,7,32,223
SunnyDayRansomware,Execution,T1059,T1059.001,Executes commands using a shell command-line interpreter,3,181,7,32,223
DeadBoltRansomware,Execution,T1059,No Suitable Sub-techniques,"Executes the ""sed"" command used to modify input streams (typically from files or pipes)",1,51,64,57,173
RedAlertRansomware,Execution,T1059,No Suitable Sub-techniques,"Executes the ""sed"" command used to modify input streams (typically from files or pipes)",1,51,64,57,173
SunnyDayRansomware,Execution,T1059,No Suitable Sub-techniques,"Executes the ""sed"" command used to modify input streams (typically from files or pipes)",1,51,64,57,173
BianLianRansomware,Execution,T1059,T1059.004,"Executes the ""sed"" command used to modify input streams (typically from files or pipes)",0,8,18,3,29
BianLianRansomware,Persistence,T1543,T1543.002,"Executes the ""systemctl"" command used for controlling the systemd system and service manager",0,2,1,0,3
DeadBoltRansomware,Persistence,T1543,T1543.002,"Executes the ""systemctl"" command used for controlling the systemd system and service manager",0,2,1,0,3
RedAlertRansomware,Persistence,T1543,T1543.002,"Executes the ""systemctl"" command used for controlling the systemd system and service manager",0,2,1,0,3
SunnyDayRansomware,Persistence,T1543,T1543.002,"Executes the ""systemctl"" command used for controlling the systemd system and service manager",0,2,1,0,3
BianLianRansomware,Privilege Escalation,T1543,T1543.002,"Executes the ""systemctl"" command used for controlling the systemd system and service manager",0,2,1,0,3
DeadBoltRansomware,Privilege Escalation,T1543,T1543.002,"Executes the ""systemctl"" command used for controlling the systemd system and service manager",0,2,1,0,3
RedAlertRansomware,Privilege Escalation,T1543,T1543.002,"Executes the ""systemctl"" command used for controlling the systemd system and service manager",0,2,1,0,3
SunnyDayRansomware,Privilege Escalation,T1543,T1543.002,"Executes the ""systemctl"" command used for controlling the systemd system and service manager",0,2,1,0,3
AzovRansomware,Discovery,T1518,T1518.001,Find antivirus file,1,4,2,0,7
HaronRansomware,Discovery,T1010,No sub-techniques,Find graphical window,1,1,0,0,2
HaronRansomware,Discovery,T1057,No sub-techniques,Find process by name,2,5,2,0,9
MoishaRansomware,Discovery,T1057,No sub-techniques,Find process by name,2,5,2,0,9
BandarChorRansomware,Discovery,T1010,No sub-techniques,Find window,1,1,0,0,2
HaronRansomware,Discovery,T1010,No sub-techniques,Find window,1,1,0,0,2
MidasRansomware,Discovery,T1010,No sub-techniques,"Find windowSample monitors Window changes (e.g. starting applications), analyze the sample with the simulation cookbook",1,1,0,0,2
SugarRansomware,Impact,T1486,No sub-techniques,Found string related to ransomware,0,10,1,7,18
Cl0pRansomware,Command And Control,T1090,No Suitable Sub-techniques,Found Tor onion address,0,11,1,3,15
CubaRansomware,Command And Control,T1090,No Suitable Sub-techniques,Found Tor onion address,0,11,1,3,15
OnyxRansomware,Command And Control,T1090,No Suitable Sub-techniques,Found Tor onion address,0,11,1,3,15
RedAlertRansomware,Command And Control,T1090,No Suitable Sub-techniques,Found Tor onion address,0,11,1,3,15
SugarRansomware,Command And Control,T1090,No Suitable Sub-techniques,Found Tor onion address,0,11,1,3,15
AgendaRansomware,Command and Control,T1090,T1090.003,Found Tor onion address,0,2,1,0,3
BlackBastaRansomware,Command and Control,T1090,T1090.003,Found Tor onion address,0,2,1,0,3
BlackCatRansomware,Command and Control,T1090,T1090.003,Found Tor onion address,0,2,1,0,3
CuratorRansomware,Discovery,T1082,No sub-techniques,Get common file path,2,14,7,5,28
AESRTRansomware,Discovery,T1083,No sub-techniques,Get common file path,0,12,2,1,15
BlackCatRansomware,Discovery,T1083,No sub-techniques,Get common file path,0,12,2,1,15
EvilNominatusRansomware,Discovery,T1083,No sub-techniques,Get common file path,0,12,2,1,15
HaronRansomware,Discovery,T1083,No sub-techniques,Get common file path,0,12,2,1,15
LorenzRansomware,Discovery,T1083,No sub-techniques,Get common file path,0,12,2,1,15
MauiRansomware,Discovery,T1083,No sub-techniques,Get common file path,0,12,2,1,15
MementoRansomware,Discovery,T1083,No sub-techniques,Get common file path,0,12,2,1,15
MidasRansomware,Discovery,T1083,No sub-techniques,Get common file path,0,12,2,1,15
OnyxRansomware,Discovery,T1083,No sub-techniques,Get common file path,0,12,2,1,15
SunnyDayRansomware,Discovery,T1083,No sub-techniques,Get common file path,0,12,2,1,15
Yanluowang Ransomware,Discovery,T1083,No sub-techniques,Get common file path,0,12,2,1,15
HaronRansomware,Discovery,T1082,No sub-techniques,Get computername,2,14,7,5,28
AESRTRansomware,Discovery,T1082,No sub-techniques,Get disk information,2,14,7,5,28
BlackCatRansomware,Discovery,T1082,No sub-techniques,Get disk information,2,14,7,5,28
CuratorRansomware,Discovery,T1082,No sub-techniques,Get disk information,2,14,7,5,28
DearCryRansomware,Discovery,T1082,No sub-techniques,Get disk information,2,14,7,5,28
HaronRansomware,Discovery,T1082,No sub-techniques,Get disk information,2,14,7,5,28
LorenzRansomware,Discovery,T1082,No sub-techniques,Get disk information,2,14,7,5,28
MidasRansomware,Discovery,T1082,No sub-techniques,Get disk information,2,14,7,5,28
NightSkyRansomware,Discovery,T1082,No sub-techniques,Get disk information,2,14,7,5,28
NokoyawaRansomware,Discovery,T1082,No sub-techniques,Get disk information,2,14,7,5,28
SunnyDayRansomware,Discovery,T1082,No sub-techniques,Get disk information,2,14,7,5,28
Yanluowang Ransomware,Discovery,T1082,No sub-techniques,Get disk information,2,14,7,5,28
AzovRansomware,Collection,T1005,No sub-techniques,Get disk information (ex- size),0,7,2,1,10
BlackBastaRansomware,Collection,T1005,No sub-techniques,Get disk information (ex- size),0,7,2,1,10
BandarChorRansomware,Collection,T1005,No sub-techniques,Get disk information (ex- size),0,7,2,1,10
MoishaRansomware,Collection,T1005,No sub-techniques,Get disk information (ex- size),0,7,2,1,10
PandoraRansomware,Collection,T1005,No sub-techniques,Get disk information (ex- size),0,7,2,1,10
Cl0pRansomware,Collection,T1005,No sub-techniques,Get disk information (ex- size),0,7,2,1,10
HaronRansomware,Discovery,T1082,No sub-techniques,Get disk size,2,14,7,5,28
MidasRansomware,Discovery,T1082,No sub-techniques,Get disk size,2,14,7,5,28
AzovRansomware,Discovery,T1120,No sub-techniques,Get drive type,0,2,1,0,3
BlackBastaRansomware,Discovery,T1120,No sub-techniques,Get drive type,0,2,1,0,3
PandoraRansomware,Discovery,T1120,No sub-techniques,Get drive type,0,2,1,0,3
SugarRansomware,Discovery,T1120,No sub-techniques,Get drive type,0,2,1,0,3
DiavolRansomware,Discovery,T1083,No sub-techniques,Get file size,0,12,2,1,15
HaronRansomware,Discovery,T1083,No sub-techniques,Get file size,0,12,2,1,15
LorenzRansomware,Discovery,T1083,No sub-techniques,Get file size,0,12,2,1,15
MidasRansomware,Discovery,T1083,No sub-techniques,Get file size,0,12,2,1,15
MoishaRansomware,Discovery,T1083,No sub-techniques,Get file size,0,12,2,1,15
NightSkyRansomware,Discovery,T1083,No sub-techniques,Get file size,0,12,2,1,15
NokoyawaRansomware,Discovery,T1083,No sub-techniques,Get file size,0,12,2,1,15
OnyxRansomware,Discovery,T1083,No sub-techniques,Get file size,0,12,2,1,15
Yanluowang Ransomware,Discovery,T1083,No sub-techniques,Get file size,0,12,2,1,15
Cl0pRansomware,Discovery,T1010,No sub-techniques,Get foreground window,1,1,0,0,2
BlackCatRansomware,Discovery,T1082,No sub-techniques,Get hostname,2,14,7,5,28
CuratorRansomware,Discovery,T1082,No sub-techniques,Get hostname,2,14,7,5,28
HaronRansomware,Discovery,T1082,No sub-techniques,Get hostname,2,14,7,5,28
LorenzRansomware,Discovery,T1082,No sub-techniques,Get hostname,2,14,7,5,28
MidasRansomware,Discovery,T1082,No sub-techniques,Get hostname,2,14,7,5,28
SunnyDayRansomware,Discovery,T1082,No sub-techniques,Get hostname,2,14,7,5,28
HiveRansomware,Execution,T1129,No sub-techniques,Get kernel32 base address,0,0,1,0,1
LilithRansomware,Execution,T1129,No sub-techniques,Get kernel32 base address,0,0,1,0,1
CuratorRansomware,Discovery,T1082,No sub-techniques,Get memory capacity,2,14,7,5,28
DearCryRansomware,Discovery,T1082,No sub-techniques,Get memory capacity,2,14,7,5,28
MauiRansomware,Discovery,T1082,No sub-techniques,Get memory capacity,2,14,7,5,28
SunnyDayRansomware,Discovery,T1082,No sub-techniques,Get memory capacity,2,14,7,5,28
BlackCatRansomware,Discovery,T1082,No sub-techniques,Get number of processors,2,14,7,5,28
MoishaRansomware,Discovery,T1082,No sub-techniques,Get number of processors,2,14,7,5,28
Yanluowang Ransomware,Discovery,T1082,No sub-techniques,Get number of processors,2,14,7,5,28
HaronRansomware,Discovery,T1082,No sub-techniques,Get OS version in .NET,2,14,7,5,28
MidasRansomware,Discovery,T1082,No sub-techniques,Get OS version in .NET,2,14,7,5,28
BlueSkyRansomware,Discovery,T1057,No sub-techniques,Get process heap flags,2,5,2,0,9
Cl0pRansomware,Discovery,T1082,No sub-techniques,Get screen resolution,2,14,7,5,28
HaronRansomware,Discovery,T1033,No sub-techniques,Get session integrity level,2,25,4,10,41
MidasRansomware,Discovery,T1033,No sub-techniques,Get session integrity level,2,25,4,10,41
BlackCatRansomware,Discovery,T1033,No sub-techniques,Get session user name,2,25,4,10,41
HaronRansomware,Discovery,T1033,No sub-techniques,Get session user name,2,25,4,10,41
MidasRansomware,Discovery,T1033,No sub-techniques,Get session user name,2,25,4,10,41
MoishaRansomware,Discovery,T1033,No sub-techniques,Get session user name,2,25,4,10,41
OnyxRansomware,Discovery,T1033,No sub-techniques,Get session user name,2,25,4,10,41
BlackCatRansomware,Discovery,T1087,No Suitable Sub-techniques,Get session user name,0,12,4,27,43
HaronRansomware,Discovery,T1087,No Suitable Sub-techniques,Get session user name,0,12,4,27,43
MidasRansomware,Discovery,T1087,No Suitable Sub-techniques,Get session user name,0,12,4,27,43
MoishaRansomware,Discovery,T1087,No Suitable Sub-techniques,Get session user name,0,12,4,27,43
OnyxRansomware,Discovery,T1087,No Suitable Sub-techniques,Get session user name,0,12,4,27,43
PandoraRansomware,Discovery,T1082,No sub-techniques,Get sysinfo,2,14,7,5,28
AvosLockerRansomware,Discovery,T1082,No sub-techniques,Get system information on Linux,2,14,7,5,28
BlackCatRansomware,Discovery,T1082,No sub-techniques,Get system information on Windows,2,14,7,5,28
NightSkyRansomware,Discovery,T1082,No sub-techniques,Get system information on Windows,2,14,7,5,28
